pf_n;pf_p;s_n;s_p;m_n;m_p
0.861;0.0273;-426;703;0.596;22.1
0.897;0.0411;-421;768;0.637;26.1
1.07;0.279;-337;607;0.31;4.53
0.834;0.168;-435;777;0.66;3.31
0.741;0.224;-466;749;0.843;2.86
0.897;0.141;-428;722;0.632;3.68
1.09;0.176;-284;540;0.21;1.92
1.13;0.53;-289;458;0.249;1.19
0.24;0.224;-667;702;7.78;19.6
0.288;0.301;-541;315;14.1;40.8
0.471;0.496;-728;745;4.62;3.03
0.866;0.411;-398;571;0.527;5.78
0.802;0.0401;-431;742;0.654;14.6
0.834;0.441;-400;561;0.548;5.57
0.913;0.0883;-405;899;0.507;5.24
0.952;0.0725;-403;802;0.481;6.69
0.949;0.00865;-364;797;0.395;68.9
0.946;0.0885;-386;754;0.448;5.97
0.907;0.124;-401;785;0.501;20.1
0.619;0.116;-382;660;0.789;3.76
0.887;1.65;-529;441;1.72;0.594
0.858;0.00584;-415;851;0.568;95.5
0.207;0.0478;-684;805;7.43;43.5
0.287;0.17;-662;758;283;559
1.02;0.109;-358;724;0.353;5.27
0.944;0.0514;-374;735;0.419;8.17
0.896;0.126;-403;751;0.512;29.2
0.879;0.0412;-409;821;0.538;18.6
0.936;0.0657;-386;756;0.448;6.52
0.726;0.138;-472;629;0.915;14.7
0.235;0.222;-684;737;41.7;11.6
1.62;1.78;-557;548;84.7;804
0.919;0.412;-422;549;0.607;2.21
1.82;0.797;-433;605;128;2.17
0.941;0.295;-359;588;0.401;1.41
0.938;0.138;-410;730;0.62;3.81
0.865;0.24;-419;743;0.572;2.09
0.955;0.23;-415;657;0.608;8.18
1.5;0.693;-545;554;5.01;7.54
0.423;0.446;-600;622;2.68;2.9
0.00816;0.509;-944;689;1250;24.6
1.01;0.386;-380;714;0.437;431
0.599;0.911;-580;523;1.67;1.06
0.928;0.331;-533;633;1;3.28
0.883;0.621;-420;492;0.656;0.8
0.104;0.358;-717;697;35.6;17.2
0.0188;0.346;-734;665;1290;9.6
0.0205;0.198;-867;701;1200;17.8
0.0113;0.395;-901;736;340;6.11
0.00196;0.168;-860;710;2670;15.3
0.00357;0.425;-880;723;1420;13.8
0.0152;0.346;-735;685;875;6.76
0.0136;2.55;-889;467;225;1.18
0.00148;0.761;-889;611;1560;47.8
0.00222;0.402;-850;621;1310;27.7
0.397;0.656;-720;740;3.68;2.23
0.0854;0.863;-821;739;22.2;2.2
0.255;0.189;-697;708;6.39;7.62
0.842;0.289;-426;641;0.609;66
1.54;1.21;-307;453;0.335;0.974
0.872;0.234;-517;692;0.918;9.53
0.757;0.513;-472;559;0.9;3.05
1.09;0.188;-489;844;0.618;3.59
0.95;0.239;-451;638;0.809;3.16
1.13;0.153;-562;788;0.79;10.8
0.889;0.0506;-412;838;0.541;43.7
0.816;0.447;-604;644;3.62;9.82
0.506;0.11;-546;661;1.74;7.63
0.157;0.0689;-758;812;10.3;23.6
0.0334;0.392;-671;609;232;36.8
0.422;1.11;-628;516;4.06;3.08
0.307;0.104;-595;682;10.4;78.1
0.356;0.262;-682;777;4.61;26.5
0.688;0.0779;-509;789;1.38;15.2
0.603;0.157;-544;774;5.03;89.4
0.861;0.00397;-405;800;0.537;120
0.947;0.0956;-393;798;0.46;5.33
0.959;0.0891;-376;793;0.421;5.95
0.0697;0.524;-668;513;18;2.4
0.913;0.0172;-421;675;0.549;11700
0.996;0.0159;-362;770;0.37;23.1
0.926;0.113;-417;685;0.603;13.5
0.86;0.0363;-383;724;0.48;11.4
0.905;0.0342;-386;721;0.464;18.9
0.983;0.903;-344;408;0.379;0.73
0.609;0.47;-632;655;3.19;4.32
0.702;0.176;-656;735;4.15;12.4
1.28;0.249;-543;669;6.33;16.4
0.623;0.0785;-613;730;993;22.2
0.145;0.232;-736;723;12.9;16.2
0.377;0.402;-744;802;4.29;3.95
0.91;0.451;-445;723;7720;585
0.563;0.155;-676;745;6.03;42.6
0.65;0.0767;-602;845;68.1;158
1.52;0.708;-512;684;0.486;1.04
0.721;0.0861;-469;693;2.12;17.8
0.854;0.0605;-421;729;0.586;627
0.817;0.0111;-439;776;0.671;55.7
0.868;0.589;-629;645;1.3;2.75
0.135;0.204;-740;731;13.1;16.4
0.813;0.119;-469;728;0.864;6.77
0.912;0.43;-444;709;12500;478
0.57;0.131;-557;691;1.7;15.2
0.166;0.016;-702;691;19500;523
0.12;0.078;-680;746;11.5;35.8
0.599;0.718;-550;568;1.89;1.27
1.62;0.853;-507;633;0.448;0.85
1.14;0.28;-442;673;1.1;2.35
0.95;0.407;-535;654;1.72;2.96
0.866;0.189;-417;785;0.566;2.59
0.591;0.0552;-518;822;1.51;2720
0.507;0.158;-534;647;1.69;171
0.874;0.267;-541;616;0.948;3.45
1.42;0.249;-527;694;16.3;9.31
2.13;0.571;-388;565;1.23;0.883
0.565;0.226;-671;693;16.4;8.6
0.923;0.04;-411;762;0.516;12.9
0.927;0.0456;-393;754;0.47;11.4
1.17;0.281;-504;598;15.6;2.59
0.0398;0.0312;-712;716;152;111
0.95;0.349;-620;726;1.29;5.31
0.812;0.23;-491;646;1.14;7.77
0.909;0.122;-407;672;0.515;4.94
0.899;0.0621;-410;769;0.532;15.8
0.959;0.0702;-360;717;0.384;9.42
0.973;0.373;-552;624;1.21;3.01
1;1.28;-566;455;7.2;0.956
1.36;1.29;-522;481;0.879;0.62
0.808;0.36;-484;560;0.966;1.83
0.912;0.168;-531;657;0.913;9.11
0.722;0.613;-488;611;1.53;1.34
0.981;0.0511;-352;709;0.357;11.1
0.981;0.794;-448;607;0.588;0.743
0.906;0.0326;-392;729;0.504;16.3
0.724;0.0703;-464;682;1.35;10.3
0.887;0.274;-460;601;1.31;2.19
0.585;0.606;-554;613;6.25;142
1.37;0.609;-507;635;0.531;3.25
0.276;0.00892;-628;753;24.2;338
1.19;0.288;-517;632;2.06;5.95
1.3;0.41;-411;694;0.366;1.17
0.815;0.218;-432;605;0.663;2.68
0.444;0.464;-642;621;21.9;4.37
0.331;0.662;-758;690;97.8;5.44
0.63;0.206;-528;662;1.98;412
0.486;0.18;-614;764;3.53;8.12
0.145;0.494;-792;677;12.3;5.54
0.882;0.107;-651;812;62.7;31
0.01;0.205;-770;776;195;15
0.0364;1;-804;582;370;1.99
0.225;0.34;-681;669;11.4;9.83
0.0576;1.01;-761;551;99.1;1.88
0.607;0.129;-573;674;3920;84.1
0.134;0.305;-747;729;14.6;7
0.328;0.351;-643;680;6.31;38.9
0.481;0.272;-725;787;8.26;6.21
0.868;0.00789;-418;851;0.569;87.8
0.615;0.179;-691;725;29.6;76.5
0.854;0.748;-463;484;0.89;0.907
0.937;1.01;-449;431;0.817;0.62
0.295;0.198;-665;754;11.8;25.3
0.131;0.341;-664;661;11;34.2
0.484;0.248;-766;700;22.7;10.2
0.986;0.863;-430;446;0.687;0.658
0.759;0.0126;-448;790;0.805;58.5
0.668;0.0848;-483;746;1;11.7
0.93;0.0182;-425;804;0.549;32.9
0.84;0.304;-433;791;0.634;45.9
0.825;0.0105;-424;773;0.616;202
0.862;0.0941;-451;772;0.772;11.5
0.338;0.283;-585;643;3.21;4.54
0.473;1.35;-596;456;2.73;0.97
0.221;0.4;-627;640;7.4;27.2
0.933;0.241;-391;667;0.475;4.26
0.942;0.123;-377;652;0.426;5.39
0.923;0.028;-393;766;0.475;17.8
0.871;0.0141;-415;840;0.561;34.4
0.86;0.0644;-395;727;0.518;7.66
0.945;0.114;-409;642;0.509;6.91
0.885;0.167;-414;829;0.549;44.1
1.01;0.0247;-367;771;0.379;15.6
0.973;0.0725;-359;740;0.375;5.03
1.21;0.358;-335;510;0.293;1.52
0.955;0.0441;-388;761;0.445;17.2
0.524;0.259;-571;667;3.09;4.44
0.717;0.0934;-493;822;1.34;7.35
0.301;0.0337;-660;801;152;71.2
0.14;0.392;-784;797;20.1;10.6
0.249;0.46;-721;638;9.16;6.34
0.159;0.104;-708;687;23.1;69.8
0.21;0.02;-751;863;7.6;99.3
1.2;0.355;-682;778;1.1;3.7
1.01;0.073;-365;783;0.371;32.1
0.877;0.0542;-418;791;0.56;10.6
0.89;0.135;-412;725;0.538;6.43
0.853;0.219;-432;660;0.631;3.01
0.88;0.0412;-417;760;0.558;12.4
0.87;0.14;-418;651;0.566;4.04
0.603;0.781;-665;565;8.04;3.05
0.764;0.096;-461;751;0.801;19.3
0.844;0.124;-422;653;0.599;5.95
1.03;0.0511;-375;814;0.386;7.75
1.68;0.495;-461;582;0.386;1.31
1.35;0.439;-426;653;0.378;1.17
1.47;1.26;-422;504;0.343;0.399
0.958;0.214;-379;629;0.423;2.98
0.997;0.46;-438;593;0.879;1.89
0.969;0.108;-380;714;0.419;67
0.999;0.526;-377;465;0.412;0.763
0.905;0.106;-402;728;0.504;91.7
0.291;0.327;-678;694;8.61;4.46
0.747;0.0025;-469;875;0.85;1530
0.824;0.0574;-441;855;0.667;11.2
0.743;0.00647;-463;885;0.815;94.8
0.691;0.48;-591;678;5.64;974
0.459;0.212;-643;706;4.91;6.52
0.091;0.0794;-740;762;18;31.4
0.872;0.0677;-417;774;0.562;10.1
0.711;0.0805;-470;769;0.878;39.2
1.52;0.818;-541;764;0.544;1.01
0.189;0.311;-706;727;7.4;12.4
1.64;0.984;-477;607;0.392;0.653
1.21;0.298;-449;661;0.49;2.11
1.17;0.079;-565;807;0.773;15
1;0.193;-361;655;0.368;1.96
0.486;0.454;-597;737;2.27;55.3
0.221;0.821;-704;605;12.8;6.33
0.701;0.311;-486;635;1.04;12.6
0.334;0.00528;-647;757;48.1;333
0.575;0.271;-623;664;5.5;7.29
0.871;0.214;-583;683;1.55;6.05
0.821;0.114;-567;705;1.11;8.46
0.115;0.118;-647;660;19.1;192
1.22;0.248;-252;553;0.201;0.725
1.01;0.153;-528;617;0.779;8.76
0.962;0.171;-538;616;0.85;7.63
0.837;0.16;-592;634;1.22;6.89
0.743;0.223;-449;618;0.768;2.78
0.704;0.156;-581;564;2.69;11
0.491;0.0347;-534;630;3.48;34.9
0.747;0.00597;-530;783;2.57;141
0.317;0.416;-641;599;8.94;3.16
1.5;0.36;-416;613;0.443;1.8
0.168;0.0915;-625;684;114;43.3
0.9;0.343;-504;692;0.798;2.13
0.756;0.104;-518;675;5.06;14.8
0.308;0.358;-592;615;53.8;38
0.553;0.12;-588;711;3.96;9.8
1.33;0.513;-256;364;0.227;0.564
0.892;0.166;-393;707;0.49;5.37
0.584;0.382;-616;625;7.02;3.33
0.013;0.0203;-647;692;398;74.1
0.16;0.119;-596;661;17.3;30.2
0.73;0.00278;-455;619;6.12;16300
1.03;0.0794;-369;754;0.397;87.1
0.826;0.0512;-461;771;0.756;12
0.544;0.306;-568;636;3.76;33.9
0.89;0.141;-432;623;0.743;4.41
1.58;0.515;-465;549;0.77;1.55
1.04;0.0359;-424;735;0.822;22.6
0.94;0.0935;-441;684;1;44.1
0.891;0.714;-549;519;1.26;1.42
1.12;0.213;-523;349;0.698;246
1.1;0.908;-389;421;0.61;2.03
0.902;0.365;-588;601;1.89;3.12
1.05;0.0366;-488;733;0.948;25.8
0.601;0.237;-549;708;3.57;17.8
0.00224;0.00096;-598;688;18700;2140
0.645;0.334;-571;576;115;159
0.976;0.0596;-468;741;0.847;41.6
0.203;0.11;-623;614;7.96;10.7
0.495;0.128;-580;657;2.64;449
0.956;0.0197;-443;746;0.941;50.5
0.303;0.661;-694;640;7.11;25.9
0.229;0.398;-610;596;5.59;6.83
0.275;0.416;-624;599;4.47;4.72
1.09;1.59;-579;463;0.98;0.889
1.43;0.688;-553;630;0.609;1.26
0.933;0.282;-505;650;0.783;3.62
0.694;0.24;-663;729;1.9;5.16
1.58;0.35;-432;724;4.54;2.69
0.79;0.158;-482;727;1.04;5.73
0.356;0.0289;-622;798;3.63;50.1
1.12;0.391;-393;652;0.613;2.4
1.18;0.395;-592;757;0.837;2.5
1.66;0.386;-576;757;0.564;2.42
0.713;0.143;-530;785;2.28;7.17
1.81;0.691;-400;654;8.61;5.97
1.03;0.268;-524;757;0.934;3.81
1.11;0.241;-456;671;1.25;2.85
1.29;0.276;-607;664;0.802;4.7
1.78;0.47;-594;706;0.561;2.13
0.954;0.0706;-451;751;1.79;16.9
0.871;0.303;-504;718;1.04;3
0.603;0.115;-542;704;1.68;10.1
0.909;0.179;-475;696;0.972;4.91
0.958;0.185;-432;675;0.814;4.23
1.93;0.247;-467;694;0.371;3.05
1.92;0.374;-503;675;0.54;2.24
1.32;0.296;-326;581;0.411;1.02
1.52;0.244;-349;626;0.591;1.42
1.18;0.366;-358;630;0.515;1.09
0.398;0.0353;-637;780;6.76;44.3
0.285;0.46;-768;703;18.1;5.96
0.138;0.156;-766;766;31.6;11.5
1.66;0.441;-631;721;8.36;10.6
0.748;0.342;-579;627;32.9;4.74
2.22;1.96;-637;486;0.822;0.591
2.07;1.76;-602;486;0.608;0.597
0.306;0.344;-655;654;5.15;6.54
0.112;0.0197;-717;767;42.4;584
0.259;0.198;-615;594;7.03;7.8
0.0915;0.0707;-785;788;45.2;4880
0.0984;0.00887;-719;804;34.9;517
0.255;0.21;-671;626;6.97;9.12
0.503;0.207;-609;680;5.47;6.26
1.51;0.832;-549;666;0.562;1.02
0.901;1.17;-696;645;1.52;13
1.12;1.31;-594;709;0.886;0.761
0.323;0.457;-837;675;89.4;4.61
0.317;0.711;-653;547;6.59;1.8
0.000849;0.0163;-639;635;9150;280
0.127;0.0243;-796;782;38.1;73.6
0.508;0.0464;-558;855;2.13;47.4
0.797;0.015;-448;922;0.711;51
0.0124;0.00267;-642;651;147;1200
0.298;0.486;-742;737;8.09;101
0.741;0.111;-480;770;0.99;9.95
0.25;0.151;-810;860;7.39;12.2
0.787;0.0754;-455;810;0.74;7.73
0.789;0.187;-454;789;0.746;515
0.591;0.0612;-499;762;1.31;11.9
0.1;0.0642;-760;799;18.5;47.5
0.255;0.12;-739;731;40.8;36.7
0.0313;0.155;-769;716;67.6;12.9
0.0365;0.0151;-706;757;235;1620
0.127;0.25;-715;661;16.4;6.49
0.124;0.0156;-750;788;13.4;105
0.291;0.0242;-699;808;10;189
0.137;0.019;-689;845;14.2;51900
0.508;0.236;-749;819;4.11;6.92
0.158;0.0685;-657;713;12;23.9
1.21;1.45;-512;565;0.61;0.566
0.467;0.271;-710;712;10.8;6.36
0.468;0.101;-511;692;1.71;12.7
0.367;0.341;-727;743;5.67;6.32
0.289;0.0517;-741;742;5.6;33.9
0.828;0.478;-431;633;0.661;2.04
1.02;0.0185;-359;780;0.359;21.2
0.489;0.0337;-595;803;2.57;62.5
0.501;0.0106;-599;824;2.81;221
0.551;0.0139;-613;749;5.44;98.1
0.365;0.0448;-582;712;2.66;4420
0.497;0.00103;-566;724;2.38;11700
0.51;0.0104;-611;741;4.54;2370
0.852;0.5;-438;632;0.665;2.03
1.26;0.615;-440;524;1.24;1.07
1.11;0.367;-310;586;0.246;0.765
2.23;2.07;-496;383;0.503;0.567
0.858;0.677;-396;565;0.529;0.753
0.644;0.0797;-504;766;1.12;13
0.679;0.361;-646;654;8.92;4.45
0.785;0.449;-420;651;0.645;2.07
2.24;1.69;-517;466;0.594;0.46
0.441;0.065;-478;674;9720;38300
0.878;0.0128;-410;736;0.541;41.1
0.185;0.015;-698;760;7.72;96.9
0.804;2.24;-627;536;2.17;0.505
0.929;0.296;-390;639;0.462;62.8
0.847;0.02;-414;702;0.572;31.7
0.664;0.0584;-403;686;11.4;1310000
0.762;0.436;-448;609;0.744;1.3
0.935;0.307;-386;586;0.449;2380
0.939;0.0588;-390;706;0.457;9.17
0.97;0.0823;-398;699;0.462;6.39
1;0.0651;-391;699;0.431;33.8
0.852;0.0295;-420;797;0.585;56
0.899;0.0202;-394;772;0.494;30.9
0.919;0.0348;-399;779;0.496;55.8
0.873;0.135;-416;730;0.586;3.77
1.53;0.435;-521;611;0.5;1.89
0.904;0.127;-417;669;0.551;33.4
0.832;0.0333;-424;734;0.616;54.4
0.845;0.0472;-420;741;0.592;18.4
0.801;0.117;-438;691;0.688;20
0.827;0.0331;-433;713;0.643;26.4
0.894;0.0807;-401;714;0.515;7.37
0.932;0.347;-412;539;0.521;1.51
0.72;0.115;-681;733;5.76;68.5
0.365;0.0874;-691;726;133;19.8
0.133;0.074;-367;347;6.48;6.46
0.172;0.185;-616;664;64;1520
0.133;0.0333;-697;704;12.3;86.3
1.01;0.0419;-379;751;0.4;9.78
0.323;0.0971;-752;786;5.04;24.2
0.326;0.378;-730;642;4.66;16.8
1.21;0.354;-567;710;0.766;2.7
1.05;0.26;-375;582;0.379;103
0.0199;0.235;-879;826;11600;39.8
0.924;0.0904;-393;700;0.473;74.2
0.941;0.104;-402;733;0.486;14.1
0.934;0.174;-405;706;0.495;3.98
0.517;0.0912;-622;824;2.15;15.1
0.753;0.275;-568;640;279;3.31
0.415;0.0495;-406;748;948;16900
0.897;0.0433;-413;771;0.537;25.3
0.81;0.00912;-393;756;0.546;104
0.952;0.143;-364;672;0.394;3.49
1.04;0.137;-349;664;0.333;4.98
0.871;0.0572;-421;822;0.593;8.74
0.878;0.0832;-424;678;0.581;687
0.926;0.0599;-392;684;0.467;7.23
0.936;0.0618;-394;717;0.47;11.3
0.919;0.0453;-383;784;0.449;17.4
0.984;0.0964;-398;650;0.456;55
0.823;0.393;-437;671;0.664;1.54
0.915;0.0534;-394;717;0.478;22.6
0.931;0.0593;-397;791;0.48;43.4
0.893;0.0177;-390;772;0.481;27.1
1.08;0.461;-348;494;0.342;1.42
0.875;0.516;-471;630;0.782;4.94
0.517;0.134;-537;707;1.62;19.6
0.79;0.136;-432;733;0.704;6.84
1.05;0.19;-355;692;0.425;2.43
0.853;0.117;-508;685;0.885;6.24
0.808;0.144;-538;775;1.12;5.91
0.823;0.075;-560;665;32.3;12.5
0.876;0.267;-516;699;0.858;2.82
0.616;0.418;-596;655;12.4;8.97
0.631;0.959;-580;651;12.7;23.7
0.483;0.177;-667;763;4.65;10.1
0.973;1.2;-684;583;24.2;1.88
0.968;0.124;-401;676;0.472;4.9
0.124;0.264;-704;702;16.6;12.2
0.129;0.454;-695;590;16;4.79
0.888;0.00281;-403;758;0.519;236
1.07;0.362;-314;489;0.262;1.28
0.512;0.167;-581;779;2.3;8.08
0.936;0.252;-558;743;0.936;4
0.858;0.0107;-411;767;0.554;219
0.769;4.10E-05;-448;786;0.736;25000
1.01;0.0519;-388;806;0.421;212
1.02;0.0677;-358;754;0.357;5.62
1.43;1.37;-525;501;0.542;0.567
1.19;1.01;-433;457;0.499;0.535
0.982;0.467;-370;575;0.415;51.3
0.0493;0.0331;-746;695;138;72.1
0.883;0.16;-400;649;0.514;3.33
1.07;0.0941;-365;653;0.351;397
1.57;0.859;-421;453;1.16;0.863
0.674;0.152;-429;732;2930;11.3
0.421;0.454;-693;655;6.37;3.6
1.13;0.17;-329;726;0.3;3.07
1.07;0.0591;-324;781;0.276;5.48
0.869;0.0163;-409;737;0.543;36
1.02;0.0573;-513;711;0.724;12.9
1.25;1.35;-450;461;0.458;0.425
0.708;0.149;-466;658;0.864;4.1
0.246;0.195;-834;838;7.98;10.2
0.931;0.0944;-396;696;0.476;17.5
0.921;0.116;-408;653;0.51;6.37
0.905;0.044;-404;749;0.509;13.3
0.837;6.09E-05;-417;705;0.585;9590
0.924;0.108;-396;702;0.478;11
0.946;0.622;-456;573;1.02;2.54
0.272;0.39;-765;714;6.84;43.2
0.169;0.0952;-718;771;9.54;15.2
0.887;0.0826;-411;727;0.54;7.03
0.477;0.0979;-601;709;37300;16.5
0.0314;0.843;-769;645;53.2;5.21
0.169;0.846;-817;615;11.8;2.5
0.012;0.616;-810;661;218;4.45
0.498;0.514;-694;733;2.74;7.5
0.272;0.455;-733;624;11.4;400
0.553;0.22;-675;780;2.33;5.91
0.798;0.159;-431;647;0.659;2970
1.09;0.368;-393;541;0.404;1760
0.945;0.00201;-388;845;0.45;211
0.486;0.101;-446;696;1.28;30.1
0.861;0.107;-420;684;0.578;4.66
1.69;0.365;-477;550;32.3;1.96
0.888;0.129;-425;701;0.591;32.1
1.04;0.0503;-384;742;0.397;8.24
0.969;0.0662;-352;711;0.363;5.36
0.873;0.961;-547;495;1.13;1.25
1.02;0.853;-645;559;1.27;1.89
0.559;0.156;-522;696;2.11;150
0.621;0.1;-575;743;5.32;36.8
0.629;0.0992;-598;755;1.75;13.1
0.646;0.0945;-566;663;241;215
1.15;0.457;-373;553;0.542;0.994
0.872;0.00983;-413;769;0.553;146
0.541;0.373;-703;761;2.61;3.91
0.506;0.331;-728;797;3.01;4.78
0.818;0.35;-592;639;4.36;8.02
0.835;0.169;-427;635;0.672;4.93
0.595;0.0594;-535;772;1.48;16.8
0.999;0.0725;-367;735;0.382;6.46
0.928;0.348;-390;565;0.471;2.74
0.44;0.0194;-507;693;3.3;71.6
0.435;1.54E-05;-516;599;1.81;125000
0.959;0.0287;-383;774;0.432;19.4
0.857;0.136;-422;691;0.597;8.72
0.913;0.0764;-392;717;0.474;129
0.743;0.059;-498;756;1.08;32.8
0.101;0.0157;-678;664;12.8;96
0.961;0.0437;-405;745;0.482;10.6
0.901;0.0617;-403;745;0.507;7.41
0.921;0.0358;-423;747;0.553;15.4
0.71;0.127;-419;681;0.71;241
0.513;0.161;-672;708;7.26;9.57
0.821;0.384;-562;575;1.93;4.05
0.879;0.133;-406;705;0.531;16.8
0.62;0.131;-496;640;1.32;5.71
0.384;0.0463;-635;760;3.05;25.6
0.896;0.0176;-411;769;0.532;39.1
0.156;0.167;-659;666;25.3;9.72
0.912;0.253;-380;564;0.454;5.14
0.0877;0.0224;-690;765;18.1;68.9
0.632;0.0119;-486;790;1.1;68.3
0.00116;0.146;-881;641;2610;44.7
0.971;0.00974;-381;784;0.421;104
0.922;0.0451;-397;789;0.483;13.5
0.932;0.174;-386;622;0.451;9.37
0.795;0.0144;-422;787;0.63;36.1
0.443;0.0278;-583;735;3.94;77.7
0.575;0.0183;-526;768;1.37;150
0.825;0.0399;-434;764;0.655;120
0.775;0.0231;-445;790;0.722;32.8
0.889;0.0977;-417;714;0.553;10
0.846;0.0239;-421;742;0.591;42.3
0.867;0.0529;-431;746;0.617;11.6
0.828;0.0258;-421;767;0.604;40.2
0.837;0.0486;-421;755;0.596;29.9
0.831;0.0215;-429;800;0.626;38.9
0.905;0.194;-404;675;0.508;3.44
0.745;0.0726;-455;770;0.785;20
0.855;0.0365;-414;790;0.565;25.4
1.11;0.0529;-428;771;13.8;15.2
0.834;0.376;-509;571;0.986;1.99
0.774;0.273;-503;633;1.06;3.27
0.71;0.893;-703;653;4.59;5.47
0.536;0.232;-546;707;1.66;8.12
0.629;0.412;-504;671;1.14;11.1
0.673;0.428;-714;725;3.88;3.95
0.359;0.0522;-656;801;3.52;88
0.564;0.329;-652;734;2.13;5.17
0.66;0.13;-481;760;1;7.29
0.288;0.122;-643;664;136;29.4
0.119;0.0792;-455;386;7.3;8.68
0.2;0.106;-753;791;7.97;15.1
0.352;0.358;-659;706;4.52;5.02
0.768;0.229;-475;679;0.925;12.4
0.867;0.225;-417;756;0.566;2.18
0.00908;0.0592;-762;691;181;28.6
0.0454;0.535;-746;778;34.6;2.93
0.0739;0.105;-578;665;55.4;11.2
1.06;0.0472;-347;811;0.321;11.9
1.01;0.1;-356;717;0.355;4.74
0.407;0.135;-713;716;11.6;13.8
4.15;0.3;-477;624;183;1330
0.00877;0.00796;-703;704;195;194
0.387;0.0898;-711;761;3.73;15.9
0.387;0.102;-715;759;3.74;14.9
0.843;0.0168;-428;811;0.613;281
0.326;0.246;-717;764;84.9;12.5
0.0526;0.0537;-827;765;172;61.8
0.558;0.131;-621;728;2.95;21.3
0.779;0.0588;-449;795;0.75;26.6
0.152;0.0868;-749;760;13.3;71.5
0.93;0.0674;-408;735;0.504;18.7
1.02;0.27;-356;630;0.356;3.28
0.802;0.0562;-439;702;0.677;23.7
0.917;0.286;-420;552;0.557;1.76
0.00261;0.0628;-917;786;5480;43.2
0.901;0.127;-396;702;0.491;6.93
0.0039;1.75;-825;573;962;245
0.0314;1.53;-755;547;180;8.97
0.378;0.123;-612;818;3.23;9.65
0.757;0.146;-561;767;1.33;6.16
0.932;0.0573;-399;746;0.483;8.17
0.817;0.0161;-433;855;0.653;41.2
0.617;0.0211;-607;788;1.74;149
0.892;0.0666;-402;689;0.515;16.7
0.862;0.0996;-426;647;0.593;6.31
0.913;0.0779;-385;781;0.457;6.96
0.0163;0.219;-708;697;101;24.5
0.673;0.0215;-351;720;0.519;94.2
0.372;0.343;-633;716;3.41;5.51
0.737;0.234;-586;682;3450;51.4
0.272;0.114;-692;686;62.9;24
0.655;0.0936;-469;725;1.03;182
0.765;0.0964;-576;777;11.2;11.5
0.271;0.295;-646;694;6.34;485
0.838;0.00774;-431;814;0.625;69.5
0.858;0.0411;-417;743;0.578;12.6
0.841;0.00309;-436;829;0.646;183
0.906;0.0306;-406;790;0.514;86.9
0.896;0.0279;-409;758;0.528;32.9
0.596;0.369;-591;702;2.28;3.27
0.834;0.401;-596;599;1.67;2.51
0.517;0.379;-597;648;3.22;3.85
0.314;0.627;-646;593;5.09;4.65
0.316;0.185;-833;850;6.21;10.8
0.815;0.103;-432;675;0.646;5.27
0.875;0.0686;-407;751;0.533;10.1
0.819;0.103;-433;675;0.644;5.28
0.697;0.335;-517;642;1.34;2.89
0.717;0.219;-610;750;2.18;8.32
0.895;0.0293;-412;803;0.534;23
0.325;0.0506;-685;783;6.57;26.2
0.0395;0.0707;-745;690;396;139
0.671;0.165;-462;707;0.925;5.07
1.02;0.279;-509;802;0.715;2.61
0.941;0.951;-622;588;1.73;1.89
0.734;0.0563;-466;864;0.834;10.9
1.03;0.282;-330;599;0.309;3.96
0.51;0.447;-579;552;3.15;5.21
1.16;0.683;-478;607;0.69;9.21
0.993;0.213;-336;727;0.321;1.7
1.12;0.182;-251;617;0.167;1.32
2.07;0.36;-538;765;0.394;2.27
0.82;0.767;-513;621;0.911;17
1.66;1.33;-510;452;0.503;0.574
0.946;0.478;-429;674;0.675;1.74
0.0514;0.108;-825;794;43.1;19
0.247;0.321;-840;844;8.04;6.19
0.525;0.363;-676;712;6.24;5.63
0.0237;0.803;-883;642;220;11.5
0.116;1.25;-691;608;75700;3270
0.387;0.862;-850;741;1230;2.72
0.231;0.335;-724;657;6.45;4.41
0.915;0.0587;-383;749;0.454;9.97
0.882;0.0729;-411;714;0.543;14
0.98;0.132;-385;690;0.428;15
0.862;0.0494;-424;803;0.589;10.3
0.909;0.0474;-398;787;0.495;13.8
0.101;0.24;-729;715;21;20.3
0.0687;0.118;-719;699;23.6;15.8
0.673;0.07;-476;792;1.02;10.4
0.928;0.109;-428;718;0.559;6.68
0.368;0.713;-747;722;6.16;4.88
1.32;0.436;-270;497;0.158;2.26
1.1;0.0167;-279;723;0.199;2190
1.13;0.125;-279;789;0.195;1.76
0.154;0.0664;-679;774;15.2;51.5
1.11;0.232;-346;693;0.355;1.92
1.04;0.115;-343;801;0.318;3.32
1.05;0.171;-350;787;0.34;3.71
0.508;0.143;-599;687;2.67;9.45
0.621;0.221;-584;723;2.59;8.18
1.01;0.479;-354;513;0.352;1.01
0.887;0.047;-406;732;0.523;10.3
0.921;0.044;-419;777;0.543;12.7
1.52;0.236;-553;792;0.568;3.65
1.41;0.757;-425;495;0.422;0.747
1.75;0.72;-435;519;0.452;0.86
1.04;0.094;-339;660;0.311;5.58
0.375;0.0956;-624;710;3.34;18.4
0.184;0.213;-692;707;56.1;9.61
1.03;0.0186;-310;764;0.264;17.6
1.09;0.0889;-296;748;0.226;5.97
0.962;0.151;-380;665;0.428;2.91
0.736;0.358;-446;646;0.776;1.6
0.949;0.123;-384;661;0.439;5.47
1.39;0.74;-408;489;0.347;0.696
1.33;0.849;-426;481;0.398;0.658
